order,family,species,Spez_001_AG,Spez_002_AG,Spez_003_AG,Spez_004_AG,Spez_005_AG,Spez_006_AG,Spez_007_AG,Spez_008_AI,Spez_009_AI,Spez_010_AR,Spez_011_AR,Spez_012_BE,Spez_013_BE,Spez_014_BE,Spez_015_BE,Spez_016_BE,Spez_017_BE,Spez_018_BE,Spez_019_BE,Spez_020_BE,Spez_021_BE,Spez_022_BE,Spez_023_BE,Spez_024_BL,Spez_025_BL,Spez_026_BS,Spez_027_FR,Spez_028_FR,Spez_029_FR,Spez_030_FR,Spez_031_FR,Spez_032_FR,Spez_033_FR,Spez_034_GE,Spez_035_GE,Spez_036_GL,Spez_037_GL,Spez_038_GR,Spez_039_GR,Spez_040_GR,Spez_041_GR,Spez_042_GR,Spez_043_JU,Spez_044_JU,Spez_045_JU,Spez_046_LU,Spez_047_LU,Spez_048_LU,Spez_049_LU,Spez_050_LU,Spez_051_LU,Spez_052_NE,Spez_053_NE,Spez_054_NW,Spez_055_OW,Spez_056_OW,Spez_057_SG,Spez_058_SG,Spez_059_SG,Spez_060_SG,Spez_061_SG,Spez_062_SH,Spez_063_SH,Spez_064_SH,Spez_065_SO,Spez_066_SO,Spez_067_SO,Spez_068_SZ,Spez_069_SZ,Spez_070_ZH,Spez_071_TG,Spez_072_TG,Spez_073_TG,Spez_074_TI,Spez_075_TI,Spez_076_TI,Spez_077_TI,Spez_078_UR,Spez_079_UR,Spez_080_VD,Spez_081_VD,Spez_082_VD,Spez_083_VD,Spez_084_VD,Spez_085_VD,Spez_086_VD,Spez_087_VD,Spez_088_VS,Spez_089_VS,Spez_090_VS,Spez_091_VS,Spez_092_VS,Spez_093_ZG,Spez_094_ZG,Spez_095_ZH,Spez_096_ZH,Spez_097_ZH,Spez_098_ZH,Spez_099_ZH,Spez_100_ZH
Trichoptera,Limnephilidae,Glyphotaelius pellucidus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Limnephilidae,Halesus radiatus,4,2,0,5,0,0,3,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,47,0,3,0,6,0,9,0,0,1,0,0,0,11,0,0,0,0,0,0,0,6,0,16,0,0,7,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,0,9,0
Trichoptera,Limnephilidae,Halesus rubricollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Limnephilidae,Halesus sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,1,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Trichoptera,Limnephilidae,Limnephilini-K.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,35,1,0,0,0,18,32,0,0,61,167,0,18,0,0,0,1,0,0,1,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,16,0,5,0,1,7,1,0
Trichoptera,Limnephilidae,Limnephilus lunatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Limnephilidae,Limnephilus rhombicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Trichoptera,Limnephilidae,Melampophylax mucoreus,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Limnephilidae,Metanoea rhaetica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Limnephilidae,Micropterna nycterobia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Limnephilidae,Potamophylax cingulatus,0,0,0,0,0,0,4,7,4,3,0,0,0,8,0,0,0,0,3,0,0,0,3,0,0,0,2,0,4,23,0,0,9,3,1,5,4,0,0,1,0,0,0,4,0,0,0,0,3,0,1,0,1,20,0,0,0,0,4,0,0,0,2,0,0,0,17,0,1,0,0,23,1,1,0,0,0,6,0,9,0,1,25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,4
Trichoptera,Limnephilidae,Potamophylax sp.,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,200,0,0,0,0,0,0,0,0,0,0,13,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Limnephilidae,Stenophylax permistus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Molannidae,Molannidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Odontoceridae,Odontocerum albicorne,3,1,4,0,0,0,1,4,0,0,0,2,0,10,0,0,0,0,1,4,5,0,7,0,6,0,0,0,2,0,33,2,0,0,0,8,0,0,0,0,0,0,0,3,6,2,1,0,0,1,0,0,0,0,1,0,0,0,11,0,0,0,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0
Trichoptera,Philopotamidae,Philopotamus ludificatus,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Philopotamidae,Wormaldia copiosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Philopotamidae,Wormaldia occipitalis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Phryganeidae,Agrypnia varia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Polycentropodidae,Plectrocnemia conspersa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,1,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4
Trichoptera,Polycentropodidae,Plectrocnemia sp.,0,0,2,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
Trichoptera,Polycentropodidae,Polycentropus flavomaculatus,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Psychomyiidae,Psychomyia pusilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Psychomyiidae,Tinodes dives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Psychomyiidae,Tinodes rostocki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Trichoptera,Psychomyiidae,Tinodes unicolor,102,54,0,0,6,2,6,0,0,0,105,0,2,2,0,0,0,0,0,0,0,0,61,0,12,0,0,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,3,0,18,35,2,0,0,0,0,1,0,0,0,0,6,0,0,5,0,3,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Trichoptera,Psychomyiidae,Tinodes sp.,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,19,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,1,1
Trichoptera,Psychomyiidae,Lype reducta,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Psychomyiidae,Lype sp.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Rhyacophilidae,Rhyacophila intermedia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Rhyacophilidae,Rhyacophila pubescens,0,0,0,4,7,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Rhyacophilidae,Rhyacophila s.str,28,20,0,3,15,2,28,18,5,39,7,0,0,0,0,24,0,0,0,0,0,0,16,0,2,0,0,5,12,0,19,36,8,0,0,2,7,0,0,0,0,0,0,8,6,0,42,0,8,0,0,0,4,6,3,0,1,12,3,4,0,0,2,0,3,8,9,5,3,0,0,52,1,1,0,0,1,1,5,9,0,4,6,0,13,1,1,0,2,0,11,0,5,1,0,13,1,0,8,0
Trichoptera,Rhyacophilidae,Rhyacophila sp.,0,0,11,0,0,0,0,0,0,0,0,5,0,70,5,0,0,0,0,0,17,0,0,0,0,0,7,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,1,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,33,0,0,0,0
Trichoptera,Rhyacophilidae,Rhyacophila torrentium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Trichoptera,Rhyacophilidae,Rhyacophila tristis,2,0,47,0,0,2,3,0,0,9,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
Trichoptera,Sericostomatidae,Sericostoma sp.,0,0,6,0,0,0,0,0,0,1,0,0,6,1,0,0,7,0,0,13,0,0,0,0,0,1,0,3,0,2,6,1,0,0,0,0,0,0,0,6,0,0,0,3,8,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,4,0,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,7,0,0,0,0
