group_1,group_2,taxon,CH_002_BS,CH_007_BE,CH_009_SO,CH_011_SO,CH_012_OW,CH_014_LU,CH_015_VS,CH_016_VS,CH_017_VS,CH_018_VS,CH_020_VD,CH_021_VD,CH_022_VD,CH_023_SG,CH_025_SG,CH_026_SG,CH_027_SG,CH_028_SG,CH_032_AG,CH_033_AG,CH_034_AG,CH_035_AG,CH_036_AG,CH_039_AG,CH_040_ZH,CH_041_ZH,CH_042_ZH,CH_043_ZH,CH_044_ZH,CH_045_ZH,CH_046_ZH,CH_047_ZH,CH_048_ZH,CH_049_ZH,CH_050_ZH,CH_054_FR,CH_056_BE,CH_058_BE,CH_059_BE,CH_060_BE,CH_062_BE,CH_063_BE,CH_065_ZH,CH_066_ZH,CH_067_BL,CH_068_JU,CH_069_JU,CH_070_TG,CH_071_TG,CH_072_TG,CH_073_TG,CH_074_NW,CH_075_ZG,CH_076_ZG,CH_079_AG,CH_084_JU,CH_085_NE,CH_086_GE,CH_087_JU,CH_088_JU,CH_089_SO,CH_091_GR,CH_092_BE,CH_093_LU,CH_094_BE,CH_095_GR,CH_098_TI,CH_099_TI,CH_100_SZ,CH_101_UR,CH_106_BE,CH_107_FR,CH_111_AG,CH_114_BE,CH_115_AI,CH_116_LU,CH_119_NE,CH_123_TI,CH_126_VD,CH_127_VD,CH_128_VD,CH_129_VD,CH_130_VD,CH_131_VD,CH_132_VD,CH_133_BE,CH_134_BE,CH_135_AR,CH_136_AG,CH_137_AG,CH_138_BE,CH_139_BE,CH_140_FR,CH_141_JU,CH_143_SG,CH_144_SG,CH_145_SH,CH_146_SH,CH_147_TG,CH_148_TG,CH_149_TI,CH_150_VD,CH_151_VD,CH_152_VS,CH_153_NE,CH_154_LU
ARTHROPODA,Trichoptera,Limnephilidae,5,12,34,5,3,0,250,625,88,375,0,3,1,0,0,0,0,0,8,0,2,11,0,0,0,5,4,1,14,1,1,9,1,0,4,8,0,2,10,2,3,68,1,19,1,8,47,1,2,27,0,2,52,11,3,3,12,0,22,12,0,6,1,4,3,0,0,51,13,59,21,64,3,20,6,12,18,1,0,32,18,12,8,0,0,0,5,0,2,0,54,283,8,276,9,30,15,18,29,29,0,42,130,27,6,27
ARTHROPODA,Trichoptera,Molannidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Odontoceridae,1,1,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,12,3,1,12,0,11,27,0,2,13,0,0,0,0,0,0,4,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,14,0,0,0,1,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2
ARTHROPODA,Trichoptera,Philopotamidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Phryganeidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Polycentropodidae,9,0,0,1,0,1,0,0,0,0,0,0,0,4,0,5,0,43,7,0,2,3,1,0,0,1,6,5,3,6,27,3,4,0,0,1,0,0,0,0,1,0,0,1,12,2,6,15,34,6,6,0,0,4,3,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,1,25,0,0,0,1,1,0,0,0,0,1,28,1,1,6,0,0,2
ARTHROPODA,Trichoptera,Psychomyiidae,1,10,4,1,1,53,0,0,0,0,0,3,2,0,1,1,0,1,0,1,0,2,2,5,0,0,4,8,0,0,13,0,0,0,0,8,0,14,4,0,0,3,0,0,2,0,7,0,0,0,0,0,3,9,1,0,7,2,1,13,2,0,1,9,0,0,2,7,0,1,27,0,3,0,9,0,1,0,0,0,5,7,0,1,0,2,0,0,20,27,3,0,9,4,3,1,0,12,2,3,0,1,3,0,0,0
ARTHROPODA,Trichoptera,Ptilocolepidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Trichoptera,Rhyacophilidae,8,9,0,43,17,16,9,20,1,14,2,2,1,12,3,7,0,13,2,7,3,18,32,1,0,3,0,6,0,2,13,0,8,0,0,10,4,16,18,7,0,7,18,0,4,33,30,2,0,9,4,7,0,16,7,0,14,0,17,22,16,35,10,11,29,3,2,15,46,29,11,19,32,9,5,15,12,16,7,1,8,32,5,4,12,9,46,3,30,61,0,0,30,11,0,0,0,15,0,2,3,53,10,0,0,16
ARTHROPODA,Trichoptera,Sericostomatidae,10,0,0,29,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,0,0,0,1,0,0,0,22,0,0,3,22,0,27,13,0,1,1,0,0,0,2,0,0,43,0,133,0,1,0,0,0,2,0,0,52,0,0,0,23,0,2,4,0,0,2,0,0,0,0,1,0,0,0,5,1,0,0,2,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Lepidoptera,Lepidoptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Anthomyiidae/Muscidae,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,4,0,3,0
ARTHROPODA,Diptera,Athericidae,0,0,0,18,0,0,0,0,0,0,3,0,0,0,1,11,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,10,13,0,0,15,0,0,0,28,0,4,0,0,0,6,0,0,0,4,0,10,4,0,0,0,1,1,0,0,0,0,0,0,1,1,20,12,0,0,0,2,0,9,0,0,0,2,0,2,5,0,1,0,0,0,2,0,0,0,23,0,0,0,0,0,0,0,2
ARTHROPODA,Diptera,Blephariceridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Ceratopogonidae,5,4,16,22,0,0,0,0,1,0,0,0,1,2,24,33,25,125,49,12,157,20,13,14,0,5,1,0,0,4,0,6,1,5,2,0,0,1,12,1,3,15,0,3,14,18,7,60,45,65,36,0,3,22,33,35,1,2,6,0,4,0,0,4,1,0,0,4,0,0,0,0,0,0,3,3,2,0,14,14,6,1,0,0,0,0,1,11,3,16,12,34,1,12,19,2,40,1,2,28,9,2,1,1,1,9
ARTHROPODA,Diptera,Chaoboridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Chironomidae,1052,2100,860,972,152,430,42,101,51,101,337,660,550,1190,490,1800,400,1500,1400,1340,1690,1300,850,580,500,150,500,300,300,103,250,150,170,175,59,1819,220,576,1260,562,21,420,350,200,627,550,800,1500,1500,300,700,27,772,1259,585,660,116,439,470,152,1280,300,527,724,440,20,250,500,750,10,416,336,1200,419,1854,789,67,332,1100,3300,260,1236,343,350,313,370,220,75,750,100,50,131,210,1500,525,161,1200,2700,385,1428,348,1382,823,78,290,1452
ARTHROPODA,Diptera,Culicidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Cylindrotomidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Dixidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Dolichopodidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ARTHROPODA,Diptera,Empididae,8,70,1,164,1,2,1,4,0,4,1,0,7,1,5,12,7,6,4,0,2,1,14,1,0,0,0,0,0,0,0,1,0,0,0,26,3,19,8,2,0,20,1,1,3,19,13,5,6,12,7,0,1,3,3,49,16,1,5,3,4,5,0,16,10,2,12,16,2,0,1,6,7,10,18,3,3,3,5,5,27,3,4,0,1,2,3,0,9,11,2,0,15,17,59,7,9,32,18,5,2,1,13,1,0,6
ARTHROPODA,Diptera,Ephydridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Limoniidae/Pedicidae,11,60,9,197,12,2,4,16,8,8,1,7,3,2,7,4,28,11,3,5,4,0,11,0,0,0,7,0,0,0,29,10,18,0,1,62,6,36,27,6,2,37,5,3,21,26,60,25,29,17,1,6,1,38,1,20,5,16,49,71,13,23,5,10,10,16,5,14,35,9,9,5,36,9,11,13,7,38,22,2,34,30,7,6,1,47,34,1,16,20,16,19,37,130,2,2,0,1,0,4,0,22,12,0,0,20
ARTHROPODA,Diptera,Psychodidae,23,4,0,37,0,0,0,0,1,4,5,3,10,1,0,3,3,1,5,5,16,25,55,9,0,0,0,2,0,0,3,5,10,0,1,20,1,1,23,4,0,0,0,2,5,10,2,25,4,40,18,0,5,2,33,9,2,6,3,2,22,11,11,4,6,0,0,2,0,0,1,4,4,2,2,1,1,0,88,7,5,9,1,0,3,32,4,1,1,0,1,0,1,2,1,1,4,12,5,1,0,95,7,0,1,1
ARTHROPODA,Diptera,Ptychopteridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Rhagionidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Scatophagidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Sciomyzidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ARTHROPODA,Diptera,Simuliidae,15,260,130,130,8,75,51,2,6,20,135,8,3200,350,720,300,225,500,41,52,9,37,160,27,0,6,35,15,0,1,1,114,42,21,123,13,24,6,31,1843,1550,33,200,250,45,170,75,36,750,47,85,68,1388,60,11,23,20,1,35,160,24,9,22,1352,8,6,175,100,135,6,33,13,22,2555,1332,24,80,1,31,2,65,58,770,170,106,39,56,1548,28,16,31,47,2,180,369,0,85,200,24,28,2,605,202,0,74,26
ARTHROPODA,Diptera,Stratiomyidae,1,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,2,0,6,0,1,1,0,0,0,0,1,2,0,0,0,5,3,0,0,1
ARTHROPODA,Diptera,Syrphidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Tabanidae,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,2,0,2,0,0,0,0,1,0,0,0,1,1,6,1,0,0,7,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0
ARTHROPODA,Diptera,Thaumaleidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARTHROPODA,Diptera,Tipulidae,2,12,0,3,2,4,0,0,0,2,0,1,0,0,0,1,10,3,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,3,1,1,0,4,2,2,3,0,0,0,0,1,1,0,1,0,3,0,0,0,0,1,0,0,0,3,5,0,3,4,2,4,0,1,0,0,9,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,1,0,0,26,2,0,0,0
